node_id,node_type,service_name,environment,region,zone,host_id,container_id,version,cpu_capacity,memory_capacity,replica_count,criticality,scenario_id,topology_id
search_node_12,user_service,search_aux_12,production,us-east-1,us-east-1c,host-601,ct-3906,v3.3.0,8.0,64.0,4,medium,scen_000027,top_0027
search_node_13,user_service,search_aux_13,production,us-east-1,us-east-1a,host-503,ct-3526,v1.5.0,16.0,32.0,4,medium,scen_000027,top_0027
search_node_14,user_service,search_aux_14,production,us-east-1,us-east-1a,host-688,ct-4205,v2.0.0,2.0,64.0,3,medium,scen_000027,top_0027
search_node_15,user_service,search_aux_15,production,us-east-1,us-east-1a,host-353,ct-5874,v3.0.0,16.0,64.0,3,medium,scen_000027,top_0027
ingest_01,api_gateway,ingestion_gateway,production,us-west-2,us-west-2a,host-261,ct-9195,v3.2.0,4.0,64.0,5,critical,scen_000030,top_0030
kafka_broker,kafka,kafka,production,us-west-2,us-west-2b,host-656,ct-7451,v1.3.0,8.0,32.0,4,critical,scen_000030,top_0030
notif_01,notification_service,notification_service,production,us-west-2,us-west-2a,host-780,ct-9069,v1.6.0,16.0,32.0,3,high,scen_000030,top_0030
user_01,user_service,user_service,production,us-west-2,us-west-2a,host-836,ct-1872,v2.7.0,8.0,4.0,4,medium,scen_000030,top_0030
db_event,mysql,mysql,production,us-west-2,us-west-2b,host-631,ct-3327,v3.1.0,4.0,4.0,3,high,scen_000030,top_0030
consumer_1,web_service,kafka_consumer_1,production,us-west-2,us-west-2c,host-851,ct-2344,v1.5.0,8.0,8.0,4,low,scen_000030,top_0030
consumer_2,web_service,kafka_consumer_2,production,us-west-2,us-west-2a,host-469,ct-4777,v2.7.0,8.0,8.0,5,low,scen_000030,top_0030
consumer_3,web_service,kafka_consumer_3,production,us-west-2,us-west-2c,host-473,ct-9172,v3.0.0,4.0,64.0,1,low,scen_000030,top_0030
consumer_4,web_service,kafka_consumer_4,production,us-west-2,us-west-2a,host-778,ct-1241,v1.7.0,4.0,16.0,5,low,scen_000030,top_0030
consumer_5,web_service,kafka_consumer_5,production,us-west-2,us-west-2a,host-839,ct-6682,v1.4.0,16.0,16.0,1,low,scen_000030,top_0030
consumer_6,web_service,kafka_consumer_6,production,us-west-2,us-west-2a,host-226,ct-7764,v3.3.0,8.0,64.0,4,low,scen_000030,top_0030
consumer_7,web_service,kafka_consumer_7,production,us-west-2,us-west-2b,host-167,ct-2366,v2.0.0,16.0,32.0,3,low,scen_000030,top_0030
node_00,payment_service,mesh_svc_0,production,eu-central-1,eu-central-1c,host-218,ct-6284,v3.8.0,16.0,8.0,5,low,scen_000031,top_0031
node_01,kafka,mesh_svc_1,production,eu-central-1,eu-central-1a,host-195,ct-4333,v2.0.0,8.0,16.0,2,low,scen_000031,top_0031
node_02,notification_service,mesh_svc_2,production,eu-central-1,eu-central-1c,host-523,ct-2759,v3.7.0,16.0,8.0,2,low,scen_000031,top_0031
node_03,postgresql,mesh_svc_3,production,eu-central-1,eu-central-1b,host-232,ct-9036,v1.0.0,2.0,8.0,1,low,scen_000031,top_0031
node_04,kafka,mesh_svc_4,production,eu-central-1,eu-central-1c,host-192,ct-5133,v2.5.0,8.0,8.0,5,high,scen_000031,top_0031
node_05,k8s_node,mesh_svc_5,production,eu-central-1,eu-central-1a,host-814,ct-7459,v3.4.0,16.0,32.0,1,medium,scen_000031,top_0031
node_06,kafka,mesh_svc_6,production,eu-central-1,eu-central-1a,host-523,ct-5700,v3.3.0,8.0,8.0,3,low,scen_000031,top_0031
node_07,mongodb,mesh_svc_7,production,eu-central-1,eu-central-1a,host-849,ct-8128,v1.0.0,8.0,64.0,1,low,scen_000031,top_0031
node_08,mysql,mesh_svc_8,production,eu-central-1,eu-central-1c,host-204,ct-4222,v1.4.0,2.0,16.0,5,low,scen_000031,top_0031
node_09,user_service,mesh_svc_9,production,eu-central-1,eu-central-1c,host-328,ct-7402,v3.1.0,8.0,8.0,4,medium,scen_000031,top_0031
node_10,notification_service,mesh_svc_10,production,eu-central-1,eu-central-1c,host-883,ct-7191,v1.9.0,4.0,4.0,2,critical,scen_000031,top_0031
node_11,load_balancer,mesh_svc_11,production,eu-central-1,eu-central-1c,host-177,ct-3103,v3.2.0,2.0,8.0,4,critical,scen_000031,top_0031
node_12,k8s_node,mesh_svc_12,production,eu-central-1,eu-central-1a,host-542,ct-2892,v3.3.0,2.0,64.0,4,medium,scen_000031,top_0031
node_13,payment_service,mesh_svc_13,production,eu-central-1,eu-central-1c,host-112,ct-5060,v3.0.0,4.0,16.0,5,medium,scen_000031,top_0031
node_14,k8s_node,mesh_svc_14,production,eu-central-1,eu-central-1c,host-707,ct-1970,v2.8.0,8.0,16.0,3,low,scen_000031,top_0031
node_15,redis,mesh_svc_15,production,eu-central-1,eu-central-1a,host-599,ct-4280,v2.9.0,8.0,4.0,4,low,scen_000031,top_0031
node_16,postgresql,mesh_svc_16,production,eu-central-1,eu-central-1b,host-624,ct-4941,v1.0.0,8.0,64.0,1,high,scen_000031,top_0031
node_17,rabbitmq,mesh_svc_17,production,eu-central-1,eu-central-1a,host-622,ct-9850,v1.4.0,16.0,64.0,3,high,scen_000031,top_0031
node_18,user_service,mesh_svc_18,production,eu-central-1,eu-central-1b,host-927,ct-7292,v1.1.0,8.0,32.0,2,high,scen_000031,top_0031
node_19,recommendation_service,mesh_svc_19,production,eu-central-1,eu-central-1c,host-969,ct-9911,v1.5.0,4.0,4.0,4,medium,scen_000031,top_0031
node_20,mongodb,mesh_svc_20,production,eu-central-1,eu-central-1a,host-134,ct-5192,v1.2.0,4.0,8.0,4,low,scen_000031,top_0031
node_21,mysql,mesh_svc_21,production,eu-central-1,eu-central-1c,host-884,ct-7222,v2.4.0,8.0,16.0,5,low,scen_000031,top_0031
node_22,mysql,mesh_svc_22,production,eu-central-1,eu-central-1c,host-448,ct-4780,v1.8.0,16.0,4.0,1,low,scen_000031,top_0031
node_23,notification_service,mesh_svc_23,production,eu-central-1,eu-central-1a,host-881,ct-9215,v1.5.0,4.0,4.0,1,low,scen_000031,top_0031
node_24,mysql,mesh_svc_24,production,eu-central-1,eu-central-1b,host-978,ct-4045,v3.2.0,2.0,4.0,3,medium,scen_000031,top_0031
node_25,redis,mesh_svc_25,production,eu-central-1,eu-central-1b,host-535,ct-4479,v2.6.0,16.0,4.0,3,high,scen_000031,top_0031
node_00,elasticsearch,mesh_svc_0,production,eu-central-1,eu-central-1b,host-930,ct-7854,v2.4.0,8.0,32.0,4,low,scen_000032,top_0032
node_01,mongodb,mesh_svc_1,production,eu-central-1,eu-central-1c,host-226,ct-7941,v1.2.0,16.0,64.0,3,high,scen_000032,top_0032
node_02,auth_service,mesh_svc_2,production,eu-central-1,eu-central-1c,host-374,ct-9882,v1.2.0,16.0,8.0,5,critical,scen_000032,top_0032
node_03,notification_service,mesh_svc_3,production,eu-central-1,eu-central-1a,host-305,ct-9625,v1.4.0,4.0,16.0,4,medium,scen_000032,top_0032
node_04,api_gateway,mesh_svc_4,production,eu-central-1,eu-central-1b,host-393,ct-4592,v1.7.0,2.0,16.0,3,medium,scen_000032,top_0032
node_05,user_service,mesh_svc_5,production,eu-central-1,eu-central-1c,host-850,ct-2943,v2.9.0,4.0,8.0,1,medium,scen_000032,top_0032
node_06,container,mesh_svc_6,production,eu-central-1,eu-central-1c,host-173,ct-9227,v2.8.0,2.0,4.0,5,low,scen_000032,top_0032
node_07,user_service,mesh_svc_7,production,eu-central-1,eu-central-1b,host-134,ct-4201,v1.9.0,8.0,4.0,3,high,scen_000032,top_0032
node_08,k8s_node,mesh_svc_8,production,eu-central-1,eu-central-1b,host-814,ct-4702,v3.7.0,2.0,16.0,3,medium,scen_000032,top_0032
node_09,mongodb,mesh_svc_9,production,eu-central-1,eu-central-1b,host-845,ct-6379,v2.1.0,8.0,16.0,2,critical,scen_000032,top_0032
node_10,redis,mesh_svc_10,production,eu-central-1,eu-central-1c,host-367,ct-1928,v3.0.0,8.0,64.0,2,low,scen_000032,top_0032
node_11,user_service,mesh_svc_11,production,eu-central-1,eu-central-1c,host-108,ct-3323,v3.9.0,8.0,4.0,5,critical,scen_000032,top_0032
node_12,container,mesh_svc_12,production,eu-central-1,eu-central-1b,host-334,ct-2803,v2.3.0,16.0,8.0,2,high,scen_000032,top_0032
node_13,container,mesh_svc_13,production,eu-central-1,eu-central-1a,host-692,ct-5024,v3.5.0,2.0,4.0,2,medium,scen_000032,top_0032
node_14,web_service,mesh_svc_14,production,eu-central-1,eu-central-1c,host-639,ct-2419,v2.7.0,8.0,4.0,5,medium,scen_000032,top_0032
node_15,web_service,mesh_svc_15,production,eu-central-1,eu-central-1b,host-708,ct-4877,v1.2.0,2.0,32.0,2,high,scen_000032,top_0032
node_16,postgresql,mesh_svc_16,production,eu-central-1,eu-central-1b,host-463,ct-5814,v3.7.0,16.0,8.0,1,high,scen_000032,top_0032
node_17,object_storage,mesh_svc_17,production,eu-central-1,eu-central-1b,host-758,ct-5414,v3.1.0,8.0,64.0,1,medium,scen_000032,top_0032
node_18,notification_service,mesh_svc_18,production,eu-central-1,eu-central-1a,host-101,ct-1177,v1.8.0,8.0,32.0,3,critical,scen_000032,top_0032
node_00,mongodb,mesh_svc_0,production,eu-central-1,eu-central-1b,host-114,ct-3688,v2.5.0,16.0,16.0,1,low,scen_000033,top_0033
node_01,notification_service,mesh_svc_1,production,eu-central-1,eu-central-1c,host-528,ct-2537,v3.6.0,4.0,4.0,3,high,scen_000033,top_0033
node_02,order_service,mesh_svc_2,production,eu-central-1,eu-central-1b,host-972,ct-5263,v3.5.0,2.0,16.0,4,high,scen_000033,top_0033
node_03,auth_service,mesh_svc_3,production,eu-central-1,eu-central-1b,host-952,ct-4635,v3.2.0,4.0,4.0,3,medium,scen_000033,top_0033
node_04,mongodb,mesh_svc_4,production,eu-central-1,eu-central-1b,host-621,ct-5715,v3.5.0,16.0,4.0,3,high,scen_000033,top_0033
node_05,api_gateway,mesh_svc_5,production,eu-central-1,eu-central-1b,host-529,ct-6338,v3.3.0,16.0,4.0,3,high,scen_000033,top_0033
node_06,redis,mesh_svc_6,production,eu-central-1,eu-central-1a,host-210,ct-5788,v3.2.0,2.0,32.0,1,high,scen_000033,top_0033
node_07,postgresql,mesh_svc_7,production,eu-central-1,eu-central-1a,host-473,ct-7828,v1.3.0,2.0,32.0,5,medium,scen_000033,top_0033
node_08,vm_instance,mesh_svc_8,production,eu-central-1,eu-central-1a,host-918,ct-2775,v1.9.0,2.0,4.0,1,critical,scen_000033,top_0033
node_09,k8s_node,mesh_svc_9,production,eu-central-1,eu-central-1b,host-823,ct-9400,v1.3.0,2.0,32.0,3,medium,scen_000033,top_0033
node_10,vm_instance,mesh_svc_10,production,eu-central-1,eu-central-1a,host-555,ct-4529,v2.5.0,2.0,16.0,4,high,scen_000033,top_0033
node_11,payment_service,mesh_svc_11,production,eu-central-1,eu-central-1c,host-903,ct-9443,v2.2.0,8.0,32.0,4,critical,scen_000033,top_0033
node_12,elasticsearch,mesh_svc_12,production,eu-central-1,eu-central-1a,host-568,ct-4707,v1.4.0,4.0,32.0,5,high,scen_000033,top_0033
node_13,inventory_service,mesh_svc_13,production,eu-central-1,eu-central-1c,host-244,ct-7653,v1.5.0,4.0,16.0,5,medium,scen_000033,top_0033
node_14,recommendation_service,mesh_svc_14,production,eu-central-1,eu-central-1a,host-857,ct-2721,v1.0.0,16.0,16.0,4,high,scen_000033,top_0033
node_15,order_service,mesh_svc_15,production,eu-central-1,eu-central-1c,host-248,ct-1820,v1.7.0,2.0,8.0,1,high,scen_000033,top_0033
node_16,recommendation_service,mesh_svc_16,production,eu-central-1,eu-central-1a,host-789,ct-4887,v2.6.0,2.0,8.0,1,medium,scen_000033,top_0033
node_17,notification_service,mesh_svc_17,production,eu-central-1,eu-central-1a,host-278,ct-4138,v1.3.0,4.0,4.0,3,low,scen_000033,top_0033
ingest_01,api_gateway,ingestion_gateway,production,us-west-2,us-west-2a,host-781,ct-3500,v1.0.0,16.0,8.0,2,critical,scen_000034,top_0034
kafka_broker,kafka,kafka,production,us-west-2,us-west-2a,host-410,ct-5564,v3.6.0,4.0,16.0,5,critical,scen_000034,top_0034
notif_01,notification_service,notification_service,production,us-west-2,us-west-2c,host-219,ct-4558,v1.7.0,8.0,16.0,5,high,scen_000034,top_0034
user_01,user_service,user_service,production,us-west-2,us-west-2b,host-870,ct-2949,v3.3.0,2.0,8.0,4,medium,scen_000034,top_0034
db_event,mysql,mysql,production,us-west-2,us-west-2a,host-641,ct-7676,v3.6.0,4.0,64.0,4,high,scen_000034,top_0034
consumer_1,web_service,kafka_consumer_1,production,us-west-2,us-west-2a,host-458,ct-2622,v1.8.0,16.0,8.0,2,low,scen_000034,top_0034
consumer_2,web_service,kafka_consumer_2,production,us-west-2,us-west-2a,host-457,ct-4689,v1.1.0,4.0,4.0,1,low,scen_000034,top_0034
consumer_3,web_service,kafka_consumer_3,production,us-west-2,us-west-2c,host-608,ct-6684,v2.7.0,8.0,32.0,5,low,scen_000034,top_0034
consumer_4,web_service,kafka_consumer_4,production,us-west-2,us-west-2b,host-847,ct-9534,v2.4.0,16.0,8.0,3,low,scen_000034,top_0034
consumer_5,web_service,kafka_consumer_5,production,us-west-2,us-west-2a,host-540,ct-8398,v1.9.0,4.0,8.0,2,low,scen_000034,top_0034
consumer_6,web_service,kafka_consumer_6,production,us-west-2,us-west-2b,host-521,ct-7905,v1.5.0,4.0,8.0,5,low,scen_000034,top_0034
consumer_7,web_service,kafka_consumer_7,production,us-west-2,us-west-2c,host-690,ct-2711,v1.8.0,2.0,8.0,2,low,scen_000034,top_0034
consumer_8,web_service,kafka_consumer_8,production,us-west-2,us-west-2c,host-754,ct-8907,v1.6.0,2.0,64.0,1,low,scen_000034,top_0034
consumer_9,web_service,kafka_consumer_9,production,us-west-2,us-west-2a,host-663,ct-9746,v1.9.0,16.0,32.0,4,low,scen_000034,top_0034
consumer_10,web_service,kafka_consumer_10,production,us-west-2,us-west-2c,host-982,ct-2421,v1.1.0,4.0,16.0,3,low,scen_000034,top_0034
consumer_11,web_service,kafka_consumer_11,production,us-west-2,us-west-2a,host-344,ct-6239,v1.1.0,2.0,16.0,1,low,scen_000034,top_0034
consumer_12,web_service,kafka_consumer_12,production,us-west-2,us-west-2c,host-336,ct-6172,v3.8.0,4.0,16.0,3,low,scen_000034,top_0034
consumer_13,web_service,kafka_consumer_13,production,us-west-2,us-west-2b,host-376,ct-3469,v3.8.0,2.0,4.0,2,low,scen_000034,top_0034
consumer_14,web_service,kafka_consumer_14,production,us-west-2,us-west-2b,host-343,ct-3267,v3.2.0,16.0,64.0,2,low,scen_000034,top_0034
consumer_15,web_service,kafka_consumer_15,production,us-west-2,us-west-2a,host-699,ct-4377,v1.4.0,2.0,32.0,2,low,scen_000034,top_0034
consumer_16,web_service,kafka_consumer_16,production,us-west-2,us-west-2a,host-537,ct-4820,v3.7.0,16.0,32.0,3,low,scen_000034,top_0034
consumer_17,web_service,kafka_consumer_17,production,us-west-2,us-west-2c,host-251,ct-6949,v2.1.0,4.0,16.0,3,low,scen_000034,top_0034
consumer_18,web_service,kafka_consumer_18,production,us-west-2,us-west-2a,host-884,ct-2050,v1.0.0,16.0,16.0,3,low,scen_000034,top_0034
consumer_19,web_service,kafka_consumer_19,production,us-west-2,us-west-2a,host-853,ct-1423,v2.7.0,4.0,4.0,4,low,scen_000034,top_0034
consumer_20,web_service,kafka_consumer_20,production,us-west-2,us-west-2c,host-617,ct-4406,v2.2.0,16.0,32.0,5,low,scen_000034,top_0034
consumer_21,web_service,kafka_consumer_21,production,us-west-2,us-west-2c,host-415,ct-6069,v1.8.0,2.0,64.0,5,low,scen_000034,top_0034
gw_01,api_gateway,api_gateway,production,us-east-1,us-east-1b,host-937,ct-5143,v2.3.0,4.0,16.0,5,critical,scen_000037,top_0037
auth_01,auth_service,auth_service,production,us-east-1,us-east-1a,host-581,ct-7169,v1.1.0,16.0,8.0,1,high,scen_000037,top_0037
order_01,order_service,order_service,production,us-east-1,us-east-1c,host-332,ct-3567,v1.9.0,2.0,8.0,3,critical,scen_000037,top_0037
pay_01,payment_service,payment_service,production,us-east-1,us-east-1a,host-202,ct-7148,v3.4.0,8.0,4.0,2,critical,scen_000037,top_0037
inv_01,inventory_service,inventory_service,production,us-east-1,us-east-1a,host-355,ct-2087,v2.2.0,2.0,8.0,1,high,scen_000037,top_0037
db_master,postgresql,postgresql,production,us-east-1,us-east-1b,host-197,ct-9132,v3.6.0,2.0,64.0,5,critical,scen_000037,top_0037
cache_01,redis,redis,production,us-east-1,us-east-1a,host-174,ct-4594,v2.3.0,16.0,64.0,4,high,scen_000037,top_0037
mq_01,kafka,kafka,production,us-east-1,us-east-1a,host-508,ct-6598,v1.4.0,2.0,32.0,3,high,scen_000037,top_0037
ecom_aux_1,user_service,user_service_1,production,us-east-1,us-east-1b,host-668,ct-6592,v1.1.0,16.0,16.0,2,low,scen_000037,top_0037
ecom_aux_2,user_service,user_service_2,production,us-east-1,us-east-1c,host-877,ct-6068,v1.8.0,16.0,16.0,2,low,scen_000037,top_0037
ecom_aux_3,user_service,user_service_3,production,us-east-1,us-east-1c,host-599,ct-6295,v2.6.0,2.0,64.0,1,low,scen_000037,top_0037
ecom_aux_4,user_service,user_service_4,production,us-east-1,us-east-1b,host-414,ct-4646,v2.1.0,2.0,8.0,5,low,scen_000037,top_0037
ecom_aux_5,user_service,user_service_5,production,us-east-1,us-east-1c,host-652,ct-1290,v3.2.0,8.0,32.0,5,low,scen_000037,top_0037
ecom_aux_6,user_service,user_service_6,production,us-east-1,us-east-1c,host-431,ct-1227,v1.8.0,16.0,8.0,5,low,scen_000037,top_0037
ecom_aux_7,user_service,user_service_7,production,us-east-1,us-east-1a,host-260,ct-2522,v3.6.0,4.0,64.0,3,low,scen_000037,top_0037
ecom_aux_8,user_service,user_service_8,production,us-east-1,us-east-1c,host-221,ct-5865,v3.2.0,4.0,64.0,4,low,scen_000037,top_0037
ecom_aux_9,user_service,user_service_9,production,us-east-1,us-east-1c,host-410,ct-2543,v1.3.0,2.0,4.0,4,low,scen_000037,top_0037
ecom_aux_10,user_service,user_service_10,production,us-east-1,us-east-1b,host-854,ct-2724,v2.1.0,4.0,64.0,3,low,scen_000037,top_0037
ecom_aux_11,user_service,user_service_11,production,us-east-1,us-east-1a,host-140,ct-6607,v2.3.0,16.0,64.0,3,low,scen_000037,top_0037
ecom_aux_12,user_service,user_service_12,production,us-east-1,us-east-1c,host-801,ct-2981,v1.6.0,8.0,64.0,1,low,scen_000037,top_0037
ecom_aux_13,user_service,user_service_13,production,us-east-1,us-east-1b,host-371,ct-2137,v3.4.0,2.0,4.0,2,low,scen_000037,top_0037
ecom_aux_14,user_service,user_service_14,production,us-east-1,us-east-1c,host-159,ct-5877,v2.3.0,4.0,8.0,1,low,scen_000037,top_0037
ecom_aux_15,user_service,user_service_15,production,us-east-1,us-east-1b,host-891,ct-1814,v1.0.0,2.0,16.0,5,low,scen_000037,top_0037
ecom_aux_16,user_service,user_service_16,production,us-east-1,us-east-1b,host-139,ct-7940,v2.4.0,8.0,4.0,2,low,scen_000037,top_0037
ecom_aux_17,user_service,user_service_17,production,us-east-1,us-east-1b,host-143,ct-7732,v2.4.0,8.0,64.0,3,low,scen_000037,top_0037
ecom_aux_18,user_service,user_service_18,production,us-east-1,us-east-1a,host-537,ct-9180,v1.8.0,4.0,16.0,2,low,scen_000037,top_0037
ecom_aux_19,user_service,user_service_19,production,us-east-1,us-east-1c,host-892,ct-6098,v3.1.0,16.0,4.0,3,low,scen_000037,top_0037
ecom_aux_20,user_service,user_service_20,production,us-east-1,us-east-1c,host-249,ct-2901,v3.6.0,4.0,4.0,4,low,scen_000037,top_0037
ecom_aux_21,user_service,user_service_21,production,us-east-1,us-east-1c,host-349,ct-5474,v3.5.0,4.0,64.0,2,low,scen_000037,top_0037
ecom_aux_22,user_service,user_service_22,production,us-east-1,us-east-1b,host-260,ct-8726,v3.7.0,8.0,8.0,3,low,scen_000037,top_0037
ecom_aux_23,user_service,user_service_23,production,us-east-1,us-east-1a,host-172,ct-7299,v3.5.0,8.0,4.0,5,low,scen_000037,top_0037
ecom_aux_24,user_service,user_service_24,production,us-east-1,us-east-1a,host-934,ct-3679,v1.2.0,2.0,64.0,5,low,scen_000037,top_0037
ecom_aux_25,user_service,user_service_25,production,us-east-1,us-east-1b,host-221,ct-3672,v1.6.0,4.0,32.0,5,low,scen_000037,top_0037
ecom_aux_26,user_service,user_service_26,production,us-east-1,us-east-1b,host-838,ct-4779,v1.3.0,8.0,4.0,1,low,scen_000037,top_0037
ecom_aux_27,user_service,user_service_27,production,us-east-1,us-east-1c,host-923,ct-7795,v2.3.0,2.0,32.0,5,low,scen_000037,top_0037
node_00,payment_service,mesh_svc_0,production,us-east-1,us-east-1b,host-185,ct-3052,v1.1.0,2.0,64.0,5,medium,scen_000038,top_0038
node_01,postgresql,mesh_svc_1,production,us-east-1,us-east-1b,host-953,ct-4150,v3.3.0,8.0,32.0,5,medium,scen_000038,top_0038
node_02,rabbitmq,mesh_svc_2,production,us-east-1,us-east-1c,host-938,ct-1962,v1.8.0,2.0,64.0,2,medium,scen_000038,top_0038
node_03,payment_service,mesh_svc_3,production,us-east-1,us-east-1b,host-910,ct-8422,v3.6.0,8.0,32.0,3,low,scen_000038,top_0038
node_04,payment_service,mesh_svc_4,production,us-east-1,us-east-1b,host-711,ct-3477,v1.5.0,16.0,8.0,2,high,scen_000038,top_0038
node_05,object_storage,mesh_svc_5,production,us-east-1,us-east-1c,host-110,ct-3380,v2.0.0,8.0,64.0,5,low,scen_000038,top_0038
node_06,api_gateway,mesh_svc_6,production,us-east-1,us-east-1b,host-538,ct-8351,v2.0.0,8.0,64.0,5,critical,scen_000038,top_0038
node_07,postgresql,mesh_svc_7,production,us-east-1,us-east-1c,host-712,ct-7151,v1.0.0,4.0,32.0,2,medium,scen_000038,top_0038
node_08,postgresql,mesh_svc_8,production,us-east-1,us-east-1b,host-381,ct-6538,v3.9.0,4.0,8.0,4,low,scen_000038,top_0038
node_09,user_service,mesh_svc_9,production,us-east-1,us-east-1c,host-610,ct-2649,v1.4.0,4.0,32.0,5,medium,scen_000038,top_0038
node_10,inventory_service,mesh_svc_10,production,us-east-1,us-east-1c,host-698,ct-3999,v3.0.0,2.0,32.0,4,low,scen_000038,top_0038
node_11,payment_service,mesh_svc_11,production,us-east-1,us-east-1c,host-740,ct-6479,v3.6.0,8.0,8.0,3,medium,scen_000038,top_0038
node_12,kafka,mesh_svc_12,production,us-east-1,us-east-1b,host-774,ct-7141,v2.8.0,8.0,32.0,5,medium,scen_000038,top_0038
node_13,api_gateway,mesh_svc_13,production,us-east-1,us-east-1c,host-438,ct-9739,v2.7.0,2.0,64.0,1,critical,scen_000038,top_0038
node_14,recommendation_service,mesh_svc_14,production,us-east-1,us-east-1b,host-164,ct-5593,v3.1.0,2.0,64.0,3,low,scen_000038,top_0038
node_15,kafka,mesh_svc_15,production,us-east-1,us-east-1a,host-254,ct-3720,v3.7.0,16.0,32.0,5,low,scen_000038,top_0038
node_16,kafka,mesh_svc_16,production,us-east-1,us-east-1a,host-801,ct-5111,v3.2.0,16.0,8.0,3,critical,scen_000038,top_0038
node_17,api_gateway,mesh_svc_17,production,us-east-1,us-east-1c,host-996,ct-7530,v2.3.0,8.0,64.0,3,low,scen_000038,top_0038
node_18,container,mesh_svc_18,production,us-east-1,us-east-1c,host-496,ct-8832,v2.9.0,4.0,16.0,3,critical,scen_000038,top_0038
node_19,recommendation_service,mesh_svc_19,production,us-east-1,us-east-1c,host-281,ct-4818,v3.0.0,8.0,16.0,3,low,scen_000038,top_0038
node_20,mongodb,mesh_svc_20,production,us-east-1,us-east-1a,host-947,ct-1168,v1.8.0,4.0,8.0,4,high,scen_000038,top_0038
node_21,notification_service,mesh_svc_21,production,us-east-1,us-east-1a,host-160,ct-6452,v1.7.0,16.0,4.0,2,high,scen_000038,top_0038
node_22,load_balancer,mesh_svc_22,production,us-east-1,us-east-1b,host-559,ct-1591,v3.1.0,4.0,8.0,2,critical,scen_000038,top_0038
node_23,rabbitmq,mesh_svc_23,production,us-east-1,us-east-1c,host-721,ct-6879,v1.8.0,2.0,4.0,5,medium,scen_000038,top_0038
node_24,rabbitmq,mesh_svc_24,production,us-east-1,us-east-1b,host-971,ct-7464,v1.4.0,4.0,4.0,4,high,scen_000038,top_0038
node_25,redis,mesh_svc_25,production,us-east-1,us-east-1a,host-863,ct-2193,v3.2.0,8.0,32.0,4,medium,scen_000038,top_0038
gw_01,api_gateway,api_gateway,production,us-west-2,us-west-2c,host-368,ct-7150,v3.7.0,4.0,64.0,1,critical,scen_000039,top_0039
auth_01,auth_service,auth_service,production,us-west-2,us-west-2b,host-784,ct-7638,v3.3.0,2.0,16.0,3,high,scen_000039,top_0039
order_01,order_service,order_service,production,us-west-2,us-west-2b,host-259,ct-7880,v3.7.0,4.0,16.0,2,critical,scen_000039,top_0039
pay_01,payment_service,payment_service,production,us-west-2,us-west-2c,host-969,ct-7055,v2.6.0,2.0,8.0,4,critical,scen_000039,top_0039
inv_01,inventory_service,inventory_service,production,us-west-2,us-west-2a,host-982,ct-8097,v1.6.0,8.0,4.0,3,high,scen_000039,top_0039
db_master,postgresql,postgresql,production,us-west-2,us-west-2a,host-194,ct-4584,v1.2.0,2.0,32.0,4,critical,scen_000039,top_0039
cache_01,redis,redis,production,us-west-2,us-west-2c,host-849,ct-3313,v3.2.0,2.0,4.0,2,high,scen_000039,top_0039
mq_01,kafka,kafka,production,us-west-2,us-west-2c,host-948,ct-7195,v2.4.0,8.0,32.0,2,high,scen_000039,top_0039
ecom_aux_1,user_service,user_service_1,production,us-west-2,us-west-2c,host-759,ct-3814,v2.9.0,8.0,64.0,2,low,scen_000039,top_0039
ecom_aux_2,user_service,user_service_2,production,us-west-2,us-west-2a,host-368,ct-5218,v2.6.0,4.0,4.0,2,low,scen_000039,top_0039
ecom_aux_3,user_service,user_service_3,production,us-west-2,us-west-2a,host-564,ct-1650,v3.3.0,2.0,16.0,3,low,scen_000039,top_0039
ecom_aux_4,user_service,user_service_4,production,us-west-2,us-west-2c,host-200,ct-5839,v2.0.0,8.0,16.0,3,low,scen_000039,top_0039
ecom_aux_5,user_service,user_service_5,production,us-west-2,us-west-2b,host-886,ct-3679,v3.1.0,4.0,4.0,4,low,scen_000039,top_0039
ecom_aux_6,user_service,user_service_6,production,us-west-2,us-west-2a,host-893,ct-3743,v1.2.0,2.0,4.0,3,low,scen_000039,top_0039
ecom_aux_7,user_service,user_service_7,production,us-west-2,us-west-2a,host-157,ct-3043,v1.9.0,8.0,16.0,5,low,scen_000039,top_0039
ecom_aux_8,user_service,user_service_8,production,us-west-2,us-west-2b,host-682,ct-2602,v1.8.0,4.0,64.0,3,low,scen_000039,top_0039
ecom_aux_9,user_service,user_service_9,production,us-west-2,us-west-2b,host-953,ct-7138,v3.1.0,2.0,8.0,4,low,scen_000039,top_0039
ecom_aux_10,user_service,user_service_10,production,us-west-2,us-west-2c,host-775,ct-5640,v1.2.0,16.0,4.0,4,low,scen_000039,top_0039
ecom_aux_11,user_service,user_service_11,production,us-west-2,us-west-2b,host-665,ct-9114,v3.4.0,16.0,16.0,4,low,scen_000039,top_0039
ecom_aux_12,user_service,user_service_12,production,us-west-2,us-west-2c,host-817,ct-1030,v1.1.0,16.0,8.0,4,low,scen_000039,top_0039
ecom_aux_13,user_service,user_service_13,production,us-west-2,us-west-2b,host-288,ct-8115,v3.6.0,16.0,16.0,3,low,scen_000039,top_0039
ecom_aux_14,user_service,user_service_14,production,us-west-2,us-west-2c,host-582,ct-3748,v2.2.0,4.0,4.0,4,low,scen_000039,top_0039
